end,val,accn,fy,fp,form,filed,frame,start
2017-09-30,154118000.0,0000719739-18-000049,2018,Q3,10-Q,2018-11-09,,2017-07-01
2017-09-30,154118000.0,0000719739-19-000018,2018,FY,10-K,2019-02-28,CY2017Q3,2017-07-01
2017-12-31,519178000.0,0000719739-18-000011,2017,FY,10-K,2018-02-28,,2017-01-01
2017-12-31,519178000.0,0000719739-19-000018,2018,FY,10-K,2019-02-28,,2017-01-01
2017-12-31,519178000.0,0000719739-20-000016,2019,FY,10-K,2020-02-28,CY2017,2017-01-01
2017-12-31,124664000.0,0000719739-18-000011,2017,FY,10-K,2018-02-28,,2017-10-01
2017-12-31,124664000.0,0000719739-19-000018,2018,FY,10-K,2019-02-28,CY2017Q4,2017-10-01
2018-03-31,208026000.0,0000719739-18-000024,2018,Q1,10-Q,2018-05-08,,2018-01-01
2018-03-31,208026000.0,0000719739-19-000018,2018,FY,10-K,2019-02-28,,2018-01-01
2018-03-31,208026000.0,0000719739-19-000034,2019,Q1,10-Q,2019-05-09,,2018-01-01
2018-03-31,208026000.0,0000719739-20-000016,2019,FY,10-K,2020-02-28,CY2018Q1,2018-01-01
2018-06-30,455052000.0,0000719739-18-000038,2018,Q2,10-Q,2018-08-07,,2018-01-01
2018-06-30,455052000.0,0000719739-19-000052,2019,Q2,10-Q,2019-08-09,,2018-01-01
2018-06-30,247026000.0,0000719739-18-000038,2018,Q2,10-Q,2018-08-07,,2018-04-01
2018-06-30,247026000.0,0000719739-19-000018,2018,FY,10-K,2019-02-28,,2018-04-01
2018-06-30,247026000.0,0000719739-19-000052,2019,Q2,10-Q,2019-08-09,,2018-04-01
2018-06-30,247026000.0,0000719739-20-000016,2019,FY,10-K,2020-02-28,CY2018Q2,2018-04-01
2018-09-30,736417000.0,0000719739-18-000049,2018,Q3,10-Q,2018-11-09,,2018-01-01
2018-09-30,736417000.0,0000719739-19-000075,2019,Q3,10-Q,2019-11-12,,2018-01-01
2018-09-30,281365000.0,0000719739-18-000049,2018,Q3,10-Q,2018-11-09,,2018-07-01
2018-09-30,281365000.0,0000719739-19-000018,2018,FY,10-K,2019-02-28,,2018-07-01
2018-09-30,281365000.0,0000719739-19-000075,2019,Q3,10-Q,2019-11-12,,2018-07-01
2018-09-30,281365000.0,0000719739-20-000016,2019,FY,10-K,2020-02-28,CY2018Q3,2018-07-01
2018-12-31,1011348000.0,0000719739-19-000018,2018,FY,10-K,2019-02-28,,2018-01-01
2018-12-31,1011348000.0,0000719739-20-000016,2019,FY,10-K,2020-02-28,,2018-01-01
2018-12-31,1011348000.0,0000719739-21-000023,2020,FY,10-K,2021-03-01,CY2018,2018-01-01
2018-12-31,274931000.0,0000719739-19-000018,2018,FY,10-K,2019-02-28,,2018-10-01
2018-12-31,274931000.0,0000719739-20-000016,2019,FY,10-K,2020-02-28,CY2018Q4,2018-10-01
2019-03-31,291612000.0,0000719739-19-000034,2019,Q1,10-Q,2019-05-09,,2019-01-01
2019-03-31,291612000.0,0000719739-20-000016,2019,FY,10-K,2020-02-28,,2019-01-01
2019-03-31,291612000.0,0000719739-20-000036,2020,Q1,10-Q,2020-05-11,,2019-01-01
2019-03-31,291612000.0,0000719739-21-000023,2020,FY,10-K,2021-03-01,CY2019Q1,2019-01-01
2019-06-30,628183000.0,0000719739-19-000052,2019,Q2,10-Q,2019-08-09,,2019-01-01
2019-06-30,628183000.0,0000719739-20-000055,2020,Q2,10-Q,2020-08-10,,2019-01-01
2019-06-30,336571000.0,0000719739-19-000052,2019,Q2,10-Q,2019-08-09,,2019-04-01
2019-06-30,336571000.0,0000719739-20-000016,2019,FY,10-K,2020-02-28,,2019-04-01
2019-06-30,336571000.0,0000719739-20-000055,2020,Q2,10-Q,2020-08-10,,2019-04-01
2019-06-30,336571000.0,0000719739-21-000023,2020,FY,10-K,2021-03-01,CY2019Q2,2019-04-01
2019-09-30,909901000.0,0000719739-19-000075,2019,Q3,10-Q,2019-11-12,,2019-01-01
2019-09-30,909901000.0,0000719739-20-000074,2020,Q3,10-Q,2020-11-05,,2019-01-01
2019-09-30,281718000.0,0000719739-19-000075,2019,Q3,10-Q,2019-11-12,,2019-07-01
2019-09-30,281718000.0,0000719739-20-000016,2019,FY,10-K,2020-02-28,,2019-07-01
2019-09-30,281718000.0,0000719739-20-000074,2020,Q3,10-Q,2020-11-05,,2019-07-01
2019-09-30,281718000.0,0000719739-21-000023,2020,FY,10-K,2021-03-01,CY2019Q3,2019-07-01
2019-12-31,1184717000.0,0000719739-20-000016,2019,FY,10-K,2020-02-28,,2019-01-01
2019-12-31,1184717000.0,0000719739-21-000023,2020,FY,10-K,2021-03-01,,2019-01-01
2019-12-31,1185000000.0,0000719739-22-000023,2021,FY,10-K,2022-03-01,CY2019,2019-01-01
2019-12-31,274816000.0,0000719739-20-000016,2019,FY,10-K,2020-02-28,,2019-10-01
2019-12-31,274816000.0,0000719739-21-000023,2020,FY,10-K,2021-03-01,CY2019Q4,2019-10-01
2020-03-31,133649000.0,0000719739-20-000036,2020,Q1,10-Q,2020-05-11,,2020-01-01
2020-03-31,133649000.0,0000719739-21-000023,2020,FY,10-K,2021-03-01,,2020-01-01
2020-03-31,133649000.0,0000719739-21-000036,2021,Q1,10-Q,2021-05-10,CY2020Q1,2020-01-01
2020-06-30,381438000.0,0000719739-20-000055,2020,Q2,10-Q,2020-08-10,,2020-01-01
2020-06-30,381000000.0,0000719739-21-000060,2021,Q2,10-Q,2021-08-06,,2020-01-01
2020-06-30,247789000.0,0000719739-20-000055,2020,Q2,10-Q,2020-08-10,,2020-04-01
2020-06-30,247789000.0,0000719739-21-000023,2020,FY,10-K,2021-03-01,,2020-04-01
2020-06-30,248000000.0,0000719739-21-000060,2021,Q2,10-Q,2021-08-06,CY2020Q2,2020-04-01
2020-09-30,855493000.0,0000719739-20-000074,2020,Q3,10-Q,2020-11-05,,2020-01-01
2020-09-30,855000000.0,0000719739-21-000071,2021,Q3,10-Q,2021-11-08,,2020-01-01
2020-09-30,474055000.0,0000719739-20-000074,2020,Q3,10-Q,2020-11-05,,2020-07-01
2020-09-30,474055000.0,0000719739-21-000023,2020,FY,10-K,2021-03-01,,2020-07-01
2020-09-30,474000000.0,0000719739-21-000071,2021,Q3,10-Q,2021-11-08,CY2020Q3,2020-07-01
2020-12-31,1294294000.0,0000719739-21-000023,2020,FY,10-K,2021-03-01,,2020-01-01
2020-12-31,1294000000.0,0000719739-22-000023,2021,FY,10-K,2022-03-01,,2020-01-01
2020-12-31,1294000000.0,0000719739-23-000021,2022,FY,10-K,2023-02-24,CY2020,2020-01-01
2020-12-31,438801000.0,0000719739-21-000023,2020,FY,10-K,2021-03-01,CY2020Q4,2020-10-01
2021-03-31,561764000.0,0000719739-21-000036,2021,Q1,10-Q,2021-05-10,,2021-01-01
2021-03-31,562000000.0,0000719739-22-000040,2022,Q1,10-Q,2022-05-06,CY2021Q1,2021-01-01
2021-06-30,1190000000.0,0000719739-21-000060,2021,Q2,10-Q,2021-08-06,,2021-01-01
2021-06-30,1190000000.0,0000719739-22-000055,2022,Q2,10-Q,2022-08-08,,2021-01-01
2021-06-30,628000000.0,0000719739-21-000060,2021,Q2,10-Q,2021-08-06,,2021-04-01
2021-06-30,628000000.0,0000719739-22-000055,2022,Q2,10-Q,2022-08-08,CY2021Q2,2021-04-01
2021-09-30,1665000000.0,0000719739-21-000071,2021,Q3,10-Q,2021-11-08,,2021-01-01
2021-09-30,1665000000.0,0000719739-22-000081,2022,Q3,10-Q,2022-11-07,,2021-01-01
2021-09-30,475000000.0,0000719739-21-000071,2021,Q3,10-Q,2021-11-08,,2021-07-01
2021-09-30,475000000.0,0000719739-22-000081,2022,Q3,10-Q,2022-11-07,CY2021Q3,2021-07-01
2021-12-31,2073000000.0,0000719739-22-000023,2021,FY,10-K,2022-03-01,,2021-01-01
2021-12-31,2073000000.0,0000719739-23-000021,2022,FY,10-K,2023-02-24,CY2021,2021-01-01
2022-03-31,533000000.0,0000719739-22-000040,2022,Q1,10-Q,2022-05-06,CY2022Q1,2022-01-01
2022-06-30,886000000.0,0000719739-22-000055,2022,Q2,10-Q,2022-08-08,,2022-01-01
2022-06-30,353000000.0,0000719739-22-000055,2022,Q2,10-Q,2022-08-08,CY2022Q2,2022-04-01
2022-09-30,1304000000.0,0000719739-22-000081,2022,Q3,10-Q,2022-11-07,,2022-01-01
2022-09-30,418000000.0,0000719739-22-000081,2022,Q3,10-Q,2022-11-07,CY2022Q3,2022-07-01
2022-12-31,1609000000.0,0000719739-23-000021,2022,FY,10-K,2023-02-24,CY2022,2022-01-01
2012-06-30,58.72,0001193125-12-344003,2012,Q2,10-Q,2012-08-08,CY2012Q2I,
2012-09-30,60.46,0000719739-12-000011,2012,Q3,10-Q,2012-11-09,CY2012Q3I,
2012-12-31,55.97,0000719739-13-000009,2012,FY,10-K,2013-02-27,CY2012Q4I,
2013-03-31,70.94,0000719739-13-000019,2013,Q1,10-Q,2013-05-10,CY2013Q1I,
2013-06-30,83.32,0000719739-13-000040,2013,Q2,10-Q,2013-08-08,CY2013Q2I,
2013-09-30,86.37,0000719739-13-000054,2013,Q3,10-Q,2013-11-08,CY2013Q3I,
2013-12-31,104.86,0000719739-14-000012,2013,FY,10-K,2014-02-27,CY2013Q4I,
2014-03-31,128.78,0000719739-14-000021,2014,Q1,10-Q,2014-05-09,CY2014Q1I,
2014-06-30,116.62,0000719739-14-000034,2014,Q2,10-Q,2014-08-08,CY2014Q2I,
2014-09-30,112.09,0000719739-14-000044,2014,Q3,10-Q,2014-11-07,CY2014Q3I,
2014-12-31,116.07,0000719739-15-000022,2014,FY,10-K,2015-02-26,CY2014Q4I,
2015-03-31,127.04,0000719739-15-000034,2015,Q1,10-Q,2015-05-11,CY2015Q1I,
2015-06-30,143.98,0000719739-15-000048,2015,Q2,10-Q,2015-08-07,CY2015Q2I,
2015-09-30,115.54,0000719739-15-000059,2015,Q3,10-Q,2015-11-06,CY2015Q3I,
2015-12-31,118.9,0000719739-16-000073,2015,FY,10-K,2016-02-26,CY2015Q4I,
2016-03-31,102.05,0000719739-16-000085,2016,Q1,10-Q,2016-05-10,CY2016Q1I,
2016-06-30,95.16,0000719739-16-000095,2016,Q2,10-Q,2016-08-08,CY2016Q2I,
2016-09-30,110.54,0000719739-16-000114,2016,Q3,10-Q,2016-11-08,CY2016Q3I,
2016-12-31,171.66,0000719739-17-000012,2016,FY,10-K,2017-02-28,CY2016Q4I,
2017-03-31,186.09,0000719739-17-000021,2017,Q1,10-Q,2017-05-10,CY2017Q1I,
2017-06-30,175.79,0000719739-17-000049,2017,Q2,10-Q,2017-08-07,CY2017Q2I,
2017-09-30,187.09,0000719739-17-000062,2017,Q3,10-Q,2017-11-08,CY2017Q3I,
2017-12-31,233.77,0000719739-18-000011,2017,FY,10-K,2018-02-28,CY2017Q4I,
2018-03-31,240.01,0000719739-18-000024,2018,Q1,10-Q,2018-05-08,CY2018Q1I,
2018-06-30,288.76,0000719739-18-000038,2018,Q2,10-Q,2018-08-07,CY2018Q2I,
2018-09-30,310.83,0000719739-18-000049,2018,Q3,10-Q,2018-11-09,CY2018Q3I,
2018-12-31,189.92,0000719739-19-000018,2018,FY,10-K,2019-02-28,CY2018Q4I,
2019-03-31,222.36,0000719739-19-000034,2019,Q1,10-Q,2019-05-09,CY2019Q1I,
2019-06-30,224.59,0000719739-19-000052,2019,Q2,10-Q,2019-08-09,CY2019Q2I,
2019-09-30,208.95,0000719739-19-000075,2019,Q3,10-Q,2019-11-12,CY2019Q3I,
2019-12-31,251.04,0000719739-20-000016,2019,FY,10-K,2020-02-28,CY2019Q4I,
2020-03-31,151.08,0000719739-20-000036,2020,Q1,10-Q,2020-05-11,CY2020Q1I,
2020-06-30,215.53,0000719739-20-000055,2020,Q2,10-Q,2020-08-10,CY2020Q2I,
2020-09-30,240.62,0000719739-20-000074,2020,Q3,10-Q,2020-11-05,CY2020Q3I,
2020-12-31,387.83,0000719739-21-000023,2020,FY,10-K,2021-03-01,CY2020Q4I,
2021-03-31,493.66,0000719739-21-000036,2021,Q1,10-Q,2021-05-10,CY2021Q1I,
2021-12-31,678.24,0000719739-22-000023,2021,FY,10-K,2022-03-01,CY2021Q4I,
2022-12-31,230.14,0000719739-23-000021,2022,FY,10-K,2023-02-24,CY2022Q4I,
